text,label
Detroit. The home of snow. Enjoy it.,benign
Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,fraud
Okie...,benign
"Aight, I'm chillin in a friend's room so text me when you're on the way",benign
Is toshiba portege m100 gd?,benign
Well welp is sort of a semiobscure internet thing,benign
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,fraud
"accordingly. I repeat, just text the word ok on your mobile phone and send",fraud
Loosu go to hospital. De dont let it careless.,benign
How much for an eighth?,benign
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,benign
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",benign
Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,benign
"How about clothes, jewelry, and trips?",benign
Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge,fraud
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,benign
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,fraud
I am late. I will be there at,benign
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,benign
Are you plans with your family set in stone ?,benign
Pls dont forget to study,benign
You'll never believe this but i have actually got off at taunton. Wow,benign
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",benign
She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,benign
 &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,benign
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,benign
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,benign
Hey so whats the plan this sat? ,benign
Beauty sleep can help ur pimples too.,benign
Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,benign
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,fraud
Where to get those?,benign
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",benign
Ball is moving a lot.will spin in last :)so very difficult to bat:),benign
Haiyoh... Maybe your hamster was jealous of million,benign
Can you please send me my aunty's number,benign
I'm glad. You are following your dreams.,benign
I've reached home finally...,benign
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",fraud
WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,fraud
"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",benign
U can call now...,benign
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",benign
Yes. I come to nyc for audiitions and am trying to relocate.,benign
I pocked you up there before,benign
Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,benign
I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),benign
Hey mr whats the name of that bill brison book the one about language and words ,benign
"Okay, good, no problem, and thanx!",benign
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",benign
Call me when u're done...,benign
G.W.R,benign
You best watch what you say cause I get drunk as a motherfucker,benign
Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,fraud
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,fraud
Please CALL 08712402578 immediately as there is an urgent message waiting for you,fraud
thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,fraud
"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",fraud
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,benign
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",benign
Are there TA jobs available? Let me know please cos i really need to start working,benign
Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,benign
Yup i'm free...,benign
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",benign
Yo come over carlos will be here soon,benign
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,benign
I guess it is useless calling u 4 something important.,benign
Ha ha - had popped down to the loo when you hello-ed me. Hello!,benign
He dint tell anything. He is angry on me that why you told to abi.,benign
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,fraud
It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,benign
I keep ten rs in my shelf:) buy two egg.,benign
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",benign
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,benign
Captain is in our room:),benign
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",benign
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,benign
S...i will take mokka players only:),benign
Are you still playing with gautham?,benign
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,benign
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",benign
Sorry . I will be able to get to you. See you in the morning.,benign
Aight well keep me informed,benign
I am not having her number sir,benign
Am only searching for good dual sim mobile pa.,benign
That seems unnecessarily hostile,benign
Dude got a haircut. Now its breezy up there,benign
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",fraud
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),benign
i thought we were doing a king of the hill thing there.,benign
Nope i'll come online now..,benign
ALSO TELL HIM I SAID HAPPY BIRTHDAY,benign
Y bishan lei... I tot Ì_ say lavender? ,benign
Boo what time u get out? U were supposed to take me shopping today. :(,benign
"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",benign
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",benign
on a Tuesday night r u 4 real,benign
Yes when is the appt again?,benign
Just got outta class gonna go gym.,benign
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,benign
ÌÏ all write or wat..,benign
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,benign
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,benign
Hi:)did you asked to waheeda fathima about leave?,benign
Enjoy urself tmr...,benign
You still around? I could use a half-8th,benign
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,fraud
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,benign
ÌÏ bot notes oredi... Cos i juz rem i got...,benign
Yes. Rent is very expensive so its the way we save.,benign
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",benign
Hows the pain dear?y r u smiling?,benign
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",benign
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,fraud
"Sorry, I can't help you on this.",benign
Great. So should i send you my account number.,benign
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",benign
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",fraud
ÌÏ only send me the contents page...,benign
"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",benign
"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",benign
"I can't right this second, gotta hit people up first",benign
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",benign
So what about you. What do you remember,benign
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,benign
Mm yes dear look how i am hugging you both. :-P,benign
I like dis sweater fr mango but no more my size already so irritating.,benign
1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,benign
Anytime lor...,benign
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,fraud
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,benign
"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",fraud
Me fine..absolutly fine,benign
K and you're sure I don't have to have consent forms to do it :V,benign
Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,fraud
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",fraud
How much is torch in 9ja.,benign
"Doing nothing, then u not having dinner w us?",benign
How are you. Just checking up on you,benign
Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.,benign
Mathews or tait or edwards or anderson,benign
yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,benign
No need lar i go engin? Cos my sis at arts today...,benign
Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,benign
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,fraud
", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",benign
S.i'm watching it in live..,benign
"see you then, we're all christmassy here!",benign
"K I'm ready,  &lt;#&gt; ?",benign
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",benign
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,benign
what are your new years plans?,benign
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,fraud
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,benign
"Only just got this message, not ignoring you. Yes, i was. Shopping that is",benign
Dear :-/ why you mood off. I cant drive so i brother to drive,benign
When did dad get back.,benign
"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",benign
Yes just finished watching days of our lives. I love it.,benign
Juz go google n search 4 qet...,benign
Many times we lose our best ones bcoz we are ,benign
"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",benign
Just getting back home,benign
"Sorry, I'll call later  &lt;#&gt; mins",benign
Dun need to use dial up juz open da browser n surf...,benign
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,fraud
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",benign
Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,benign
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",fraud
You also didnt get na hi hi hi hi hi,benign
Ya but it cant display internal subs so i gotta extract them,benign
If i said anything wrong sorry de:-),benign
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,benign
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,benign
"Yeah I should be able to, I'll text you when I'm ready to meet up",benign
V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,benign
" says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",benign
"When you get free, call me",benign
How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_,benign
Ok i msg u b4 i leave my house.,benign
Still at west coast... Haiz... ÌÏ'll take forever to come back...,benign
MMM ... Fuck .... Merry Christmas to me,benign
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,benign
Update your face book status frequently :),benign
Just now saw your message.it k da:),benign
Was it something u ate?,benign
So what did the bank say about the money?,benign
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,benign
Hey they r not watching movie tonight so i'll prob b home early...,benign
Yar lor... How u noe? U used dat route too?,benign
2mro i am not coming to gym machan. Goodnight.,benign
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,benign
Can u look 4 me in da lib i got stuff havent finish yet.,benign
Sounds great! Im going to sleep now. Have a good night!,benign
Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,fraud
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",benign
How come u got nothing to do?,benign
Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,benign
i want to grasp your pretty booty :),benign
I've got it down to a tea. not sure which flavour,benign
I'm going 2 orchard now laready me reaching soon. U reaching?,benign
Dear i am not denying your words please,benign
You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,benign
COME BACK TO TAMPA FFFFUUUUUUU,benign
"2 celebrate my båÕday, y else?",benign
Merry christmas to u too annie!,benign
Please tell me you have some of that special stock you were talking about,benign
I sent them. Do you like?,benign
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",fraud
"Awesome, be there in a minute",benign
"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",benign
I've told you everything will stop. Just dont let her get dehydrated.,benign
Or I guess  &lt;#&gt;  min,benign
I'm home. Ard wat time will u reach?,benign
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",benign
"If you want to mapquest it or something look up \usf dogwood drive\""",benign
Aight should I just plan to come up later tonight?,benign
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,benign
"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""",fraud
This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,benign
"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",benign
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",benign
He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,benign
Ranjith cal drpd Deeraj and deepak 5min hold,benign
"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""",benign
Hey u still at the gym?,benign
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",benign
Much better now thanks lol,benign
"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",benign
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",benign
Wa... U so efficient... Gee... Thanx...,benign
3. You have received your mobile content. Enjoy,fraud
S but not able to sleep.,benign
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,fraud
We will meet soon princess! Ttyl!,benign
I'll pick you up at about 5.15pm to go to taunton if you still want to come.,benign
Oh :-)only 4 outside players allowed to play know,benign
I anything lor.,benign
Erutupalam thandiyachu,benign
"Y cant u try new invention to fly..i'm not joking.,",benign
No..its ful of song lyrics..,benign
"What do u reckon as need 2 arrange transport if u can't do it, thanks",benign
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,benign
Shopping? Eh ger i toking abt syd leh...Haha,benign
What not under standing.,benign
have * good weekend.,benign
Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,benign
Call me when you get the chance plz &lt;3,benign
The new deus ex game comin early next yr,benign
My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,benign
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",benign
Probably a couple hours tops,benign
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",benign
Man this bus is so so so slow. I think you're gonna get there before me,benign
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,benign
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",benign
Ok,benign
"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+",fraud
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",fraud
Nvm take ur time.,benign
So wat's da decision?,benign
Wot is u up 2 then bitch?,benign
Stupid.its not possible,benign
She told to hr that he want posting in chennai:)because i'm working here:),benign
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,fraud
When are you guys leaving?,benign
He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?,benign
Not able to do anything.,benign
ÌÏ takin linear algebra today?,benign
This weekend is fine (an excuse not to do too much decorating),benign
"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",benign
Now project pa. After that only i can come.,benign
Money i have won wining number 946 wot do i do next,fraud
"Sure, whenever you show the fuck up &gt;:(",benign
That was random saw my old roomate on campus. He graduated,benign
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",fraud
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",benign
That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,benign
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",benign
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,benign
Hi good mornin.. Thanku wish u d same..,benign
DO U WANT 2 MEET UP 2MORRO,benign
Actually I decided I was too hungry so I haven't left yet :V,benign
I've sent Ì_ my part..,benign
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,benign
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )",fraud
Understand. his loss is my gain :) so do you work? School?,benign
HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,benign
"Hiya, probably coming home * weekend after next",benign
Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,benign
I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,benign
Ok both our days. So what are you making for dinner tonite? Am I invited?,benign
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,fraud
I have no money 4 steve mate! !,benign
IM LATE TELLMISS IM ON MY WAY,benign
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,benign
Normally i use to drink more water daily:),benign
Dare i ask... Any luck with sorting out the car?,benign
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",benign
"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",benign
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,benign
FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,fraud
I've been trying to reach him without success,benign
when you and derek done with class?,benign
Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...,benign
Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,benign
Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,benign
Hope you are having a good week. Just checking in,benign
"Haha, my friend tyler literally just asked if you could get him a dubsack",benign
"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""",benign
Great. Have a safe trip. Dont panic surrender all.,benign
"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",benign
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,benign
Try to do something dear. You read something for exams,benign
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",benign
Gettin rdy to ship comp,benign
I am in hospital da. . I will return home in evening,benign
PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),benign
Think + da. You wil do.,benign
I'm awake oh. What's up.,benign
Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,benign
How much u trying to get?,benign
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",benign
Tell me again what your address is,benign
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",benign
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,benign
But you were together so you should be thinkin about him,benign
hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,benign
At WHAT TIME should i come tomorrow,benign
Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,fraud
\CHA QUITEAMUZING THATåÕSCOOL BABE,benign
Omg how did u know what I ate?,benign
"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\""""",fraud
:( but your not here....,benign
Not directly behind... Abt 4 rows behind Ì_...,benign
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,fraud
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",fraud
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",fraud
No plans yet. What are you doing ?,benign
Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,benign
Not course. Only maths one day one chapter with in one month we can finish.,benign
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),benign
"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",fraud
Noooooooo please. Last thing I need is stress. For once in your life be fair.,benign
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,fraud
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",fraud
"I'll see if I can swing by in a bit, got some things to take care of here firsg",benign
I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),benign
Have you not finished work yet or something?,benign
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,benign
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,fraud
Right it wasnt you who phoned it was someone with a number like yours!,benign
It's ok i wun b angry. Msg u aft i come home tonight.,benign
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,benign
Yo sorry was in the shower sup,benign
"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",benign
Full heat pa:-) i have applyed oil pa.,benign
I'm stuck in da middle of da row on da right hand side of da lt... ,benign
Have you laid your airtel line to rest?,benign
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,benign
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,fraud
\Hey j! r u feeling any better,benign
And I don't plan on staying the night but I prolly won't be back til late,benign
